assignment_id,employee_id,project_id,assignment_role,allocation_percentage,start_date,end_date
ASN-20052,6349,PRJ-0302,Contributor,25,2019-03-03,
ASN-20053,24155,PRJ-0683,Lead,50,2022-07-19,
ASN-20054,23484,PRJ-0257,Contributor,75,2022-01-10,
ASN-20055,17581,PRJ-0940,Contributor,100,2019-01-11,2021-10-11
ASN-20056,17597,PRJ-2057,Contributor,25,2021-05-01,2023-11-20
ASN-20057,824,PRJ-0777,Lead,50,2022-02-02,
ASN-20058,7085,PRJ-0732,Contributor,100,2022-03-20,
ASN-20059,12456,PRJ-1229,Contributor,50,2019-03-11,
ASN-20060,10608,PRJ-2072,Contributor,25,2018-10-21,
ASN-20061,16920,PRJ-2043,Reviewer,75,2021-10-14,
ASN-20062,14237,PRJ-0970,Contributor,25,2020-07-04,2022-03-12
ASN-20063,19395,PRJ-0103,Contributor,25,2019-11-01,
ASN-20064,16237,PRJ-1084,Reviewer,75,2022-02-05,
ASN-20065,10820,PRJ-1110,Lead,75,2022-01-09,
ASN-20066,23922,PRJ-0767,Reviewer,75,2020-12-15,2021-04-19
ASN-20067,11970,PRJ-0372,Contributor,100,2018-03-24,
ASN-20068,17334,PRJ-0679,Consultant,25,2019-07-22,
ASN-20069,11701,PRJ-1994,Contributor,25,2020-06-24,
ASN-20070,544,PRJ-0202,Consultant,50,2022-08-16,2023-08-08
ASN-20071,3901,PRJ-1626,Contributor,50,2021-01-10,2021-04-13
ASN-20072,11946,PRJ-0089,Lead,25,2020-03-07,2021-11-30
ASN-20073,4225,PRJ-2485,Reviewer,25,2023-01-03,
ASN-20074,13759,PRJ-2168,Lead,100,2020-09-03,2022-09-12
ASN-20075,14950,PRJ-2204,Consultant,50,2018-12-20,
ASN-20076,2867,PRJ-1997,Lead,100,2022-11-06,
ASN-20077,18631,PRJ-0399,Reviewer,50,2018-12-30,2019-10-08
ASN-20078,18221,PRJ-1724,Contributor,100,2021-01-09,
ASN-20079,8269,PRJ-0188,Contributor,75,2019-10-02,
ASN-20080,24945,PRJ-1076,Contributor,50,2021-05-26,2022-03-06
ASN-20081,23361,PRJ-0652,Contributor,25,2019-02-21,2019-06-12
ASN-20082,12814,PRJ-1555,Contributor,100,2019-10-17,
ASN-20083,16733,PRJ-1504,Lead,100,2020-04-07,2020-12-25
ASN-20084,4602,PRJ-0587,Contributor,100,2020-11-03,
ASN-20085,12931,PRJ-0230,Reviewer,50,2022-01-02,
ASN-20086,4334,PRJ-1154,Contributor,50,2022-01-08,
ASN-20087,5400,PRJ-0055,Contributor,25,2021-01-23,2023-05-10
ASN-20088,22081,PRJ-0271,Contributor,75,2022-06-03,2022-08-19
ASN-20089,17840,PRJ-1124,Contributor,50,2022-09-04,2022-11-26
ASN-20090,18570,PRJ-0970,Contributor,100,2022-01-03,2022-03-12
ASN-20091,7437,PRJ-1553,Contributor,25,2019-01-11,2019-08-25
ASN-20092,20196,PRJ-1378,Consultant,100,2020-01-14,2020-03-03
ASN-20093,23694,PRJ-1176,Contributor,100,2020-01-24,
ASN-20094,14948,PRJ-2378,Contributor,100,2020-12-16,
ASN-20095,13962,PRJ-0116,Reviewer,50,2018-03-03,2022-03-28
ASN-20096,8087,PRJ-0323,Consultant,50,2020-09-16,
ASN-20097,3683,PRJ-1596,Reviewer,50,2018-10-11,
ASN-20098,18231,PRJ-2277,Contributor,25,2021-06-04,2022-04-27
ASN-20099,1855,PRJ-0360,Contributor,100,2020-01-09,
ASN-20100,2986,PRJ-0028,Consultant,50,2019-03-19,2019-03-27
ASN-20101,10818,PRJ-1255,Consultant,50,2021-01-27,
ASN-20102,19279,PRJ-1419,Lead,75,2021-08-11,
ASN-20103,7497,PRJ-1736,Consultant,100,2018-03-09,
ASN-20104,559,PRJ-1868,Reviewer,75,2020-09-04,
ASN-20105,19281,PRJ-1295,Contributor,25,2023-01-15,2023-06-08
ASN-20106,1255,PRJ-1875,Reviewer,75,2018-08-06,
ASN-20107,15668,PRJ-2076,Consultant,25,2021-01-07,
ASN-20108,18066,PRJ-1543,Contributor,50,2022-02-07,
ASN-20109,16079,PRJ-0744,Contributor,100,2021-06-17,
ASN-20110,21656,PRJ-1112,Contributor,50,2023-01-08,2023-05-31
ASN-20111,10007,PRJ-1722,Contributor,100,2020-01-14,2020-09-30
ASN-20112,6284,PRJ-1779,Reviewer,50,2021-08-24,2021-10-30
ASN-20113,8855,PRJ-0580,Contributor,25,2021-05-03,2022-11-06
ASN-20114,12309,PRJ-2499,Consultant,50,2019-11-25,2022-07-25
ASN-20115,3326,PRJ-0433,Contributor,75,2019-06-04,2021-03-21
ASN-20116,17626,PRJ-0374,Reviewer,75,2022-03-25,2022-08-02
ASN-20117,3144,PRJ-2483,Contributor,100,2018-08-04,
ASN-20118,3038,PRJ-1211,Contributor,100,2019-01-28,2019-04-17
ASN-20119,24738,PRJ-1775,Contributor,50,2020-11-26,
ASN-20120,12418,PRJ-2042,Contributor,100,2020-02-25,
ASN-20121,18166,PRJ-2266,Contributor,25,2021-08-16,2021-12-13
ASN-20122,4676,PRJ-1132,Contributor,75,2022-05-30,
ASN-20123,17862,PRJ-1843,Consultant,25,2021-09-21,
ASN-20124,7149,PRJ-1574,Contributor,100,2021-01-25,2023-07-31
ASN-20125,7552,PRJ-1931,Contributor,50,2019-01-09,
ASN-20126,16491,PRJ-0948,Contributor,100,2021-05-14,2021-07-30
ASN-20127,2669,PRJ-0349,Contributor,50,2020-12-03,2021-10-28
ASN-20128,21320,PRJ-0788,Consultant,100,2022-01-09,2022-12-14
ASN-20129,23655,PRJ-1546,Contributor,75,2022-01-12,
ASN-20130,17549,PRJ-0026,Reviewer,75,2021-03-14,
ASN-20131,14913,PRJ-1072,Lead,100,2020-07-14,2020-12-20
ASN-20132,17542,PRJ-0859,Contributor,50,2018-03-28,
ASN-20133,2247,PRJ-0370,Contributor,50,2020-03-08,
ASN-20134,6654,PRJ-1636,Contributor,100,2022-01-04,
ASN-20135,11134,PRJ-1211,Reviewer,100,2019-02-01,2019-04-17
ASN-20136,7650,PRJ-1548,Contributor,100,2020-09-06,
ASN-20137,16896,PRJ-0884,Contributor,100,2021-06-12,2022-12-10
ASN-20138,8442,PRJ-1915,Contributor,100,2018-10-25,
ASN-20139,889,PRJ-0279,Contributor,75,2021-12-18,
ASN-20140,9216,PRJ-2389,Lead,50,2019-03-19,
ASN-20141,24368,PRJ-1352,Contributor,50,2021-01-25,
ASN-20142,8792,PRJ-1703,Contributor,100,2021-11-28,
ASN-20143,19407,PRJ-1658,Contributor,25,2018-03-29,
ASN-20144,18915,PRJ-1929,Contributor,50,2022-01-09,2023-06-26
ASN-20145,11076,PRJ-0607,Contributor,25,2019-04-29,2019-05-29
ASN-20146,22700,PRJ-1049,Contributor,100,2020-01-24,2020-12-11
ASN-20147,15205,PRJ-2474,Lead,100,2020-08-05,2022-11-24
ASN-20148,18449,PRJ-0029,Reviewer,100,2022-01-12,
ASN-20149,9951,PRJ-0956,Contributor,50,2021-01-15,
ASN-20150,5414,PRJ-0323,Contributor,50,2020-09-20,
ASN-20151,6538,PRJ-1877,Contributor,50,2022-01-04,
ASN-20152,3570,PRJ-2361,Lead,100,2019-09-15,2020-08-14
ASN-20153,1243,PRJ-0584,Contributor,25,2021-09-03,2021-09-30
ASN-20154,4330,PRJ-1294,Contributor,25,2022-01-03,2022-11-22
ASN-20155,10488,PRJ-2343,Contributor,100,2021-06-05,2023-10-18
ASN-20156,18310,PRJ-0656,Reviewer,25,2022-01-10,2022-02-10
ASN-20157,3396,PRJ-0786,Contributor,100,2019-01-07,2022-01-26
ASN-20158,16825,PRJ-0223,Reviewer,100,2019-01-09,
ASN-20159,21616,PRJ-2123,Reviewer,50,2020-11-30,
ASN-20160,24566,PRJ-2150,Contributor,25,2022-11-16,
ASN-20161,19128,PRJ-2221,Lead,50,2019-02-12,
ASN-20162,8040,PRJ-1028,Lead,100,2021-08-27,
ASN-20163,8199,PRJ-1684,Contributor,100,2020-04-29,
ASN-20164,1587,PRJ-2443,Contributor,50,2018-01-18,2019-10-08
ASN-20165,17210,PRJ-1650,Contributor,50,2018-01-07,2020-10-18
ASN-20166,3825,PRJ-0833,Contributor,100,2022-07-30,
ASN-20167,17653,PRJ-1004,Reviewer,50,2022-01-06,
ASN-20168,24000,PRJ-0167,Contributor,100,2021-05-07,2023-04-09
ASN-20169,3437,PRJ-2348,Contributor,100,2022-05-20,2022-11-11
ASN-20170,8090,PRJ-2017,Reviewer,100,2018-08-14,2022-06-24
ASN-20171,16058,PRJ-0118,Reviewer,100,2021-03-30,
ASN-20172,1311,PRJ-1810,Contributor,100,2019-09-19,
ASN-20173,9820,PRJ-2207,Contributor,75,2018-02-11,
ASN-20174,15466,PRJ-1408,Contributor,100,2020-08-22,2022-11-01
ASN-20175,13458,PRJ-1251,Contributor,50,2019-02-08,
ASN-20176,478,PRJ-0463,Contributor,50,2021-03-04,
ASN-20177,8907,PRJ-1734,Contributor,50,2021-05-23,2022-03-27
ASN-20178,9869,PRJ-1672,Contributor,25,2020-11-10,2023-07-27
ASN-20179,18547,PRJ-2152,Contributor,100,2022-10-08,
ASN-20180,509,PRJ-0982,Contributor,25,2019-04-19,2019-09-17
ASN-20181,7320,PRJ-2298,Lead,100,2020-01-03,
ASN-20182,382,PRJ-1037,Contributor,100,2021-01-03,
ASN-20183,15288,PRJ-1880,Reviewer,100,2018-08-26,
ASN-20184,1846,PRJ-0597,Reviewer,50,2021-05-22,
ASN-20185,23685,PRJ-0621,Contributor,50,2022-11-14,2023-05-03
ASN-20186,12563,PRJ-1412,Lead,25,2019-05-25,
ASN-20187,9911,PRJ-0071,Contributor,100,2019-05-25,
ASN-20188,24102,PRJ-0956,Contributor,50,2021-01-24,
ASN-20189,24894,PRJ-1804,Reviewer,50,2022-05-13,
ASN-20190,4630,PRJ-0438,Reviewer,100,2019-05-02,
ASN-20191,5705,PRJ-1068,Reviewer,25,2022-01-11,
ASN-20192,1777,PRJ-1926,Reviewer,100,2021-09-19,
ASN-20193,24488,PRJ-1038,Contributor,100,2022-01-09,
ASN-20194,15514,PRJ-1403,Contributor,100,2019-11-28,2022-09-24
ASN-20195,18669,PRJ-2362,Consultant,100,2019-08-20,2020-04-20
ASN-20196,15229,PRJ-1439,Contributor,50,2022-05-29,2023-04-21
ASN-20197,1245,PRJ-0485,Reviewer,100,2021-09-20,
ASN-20198,1334,PRJ-0169,Consultant,100,2022-01-11,
ASN-20199,3670,PRJ-0803,Lead,100,2022-11-28,
ASN-20200,17585,PRJ-0246,Consultant,100,2020-10-13,
ASN-20201,18179,PRJ-2314,Contributor,100,2019-05-07,2022-07-26
ASN-20202,15580,PRJ-0849,Contributor,100,2019-12-20,
ASN-20203,22566,PRJ-2291,Reviewer,25,2019-03-15,2020-06-18
ASN-20204,17839,PRJ-2026,Lead,75,2022-04-22,2022-10-17
ASN-20205,1934,PRJ-1694,Contributor,50,2021-08-26,2022-07-27
ASN-20206,747,PRJ-1351,Contributor,25,2022-12-10,2023-12-07
ASN-20207,23755,PRJ-0530,Reviewer,100,2021-01-09,
ASN-20208,9033,PRJ-1619,Reviewer,100,2022-02-27,
ASN-20209,24358,PRJ-0847,Reviewer,50,2018-07-27,
ASN-20210,6828,PRJ-2390,Contributor,75,2022-01-05,2022-02-18
ASN-20211,16198,PRJ-1789,Reviewer,100,2018-01-30,
ASN-20212,793,PRJ-1703,Reviewer,100,2021-12-06,
ASN-20213,6928,PRJ-0760,Contributor,50,2020-12-27,2021-05-02
ASN-20214,17652,PRJ-1404,Reviewer,100,2022-01-09,
ASN-20215,9743,PRJ-0798,Reviewer,100,2018-04-09,
ASN-20216,6370,PRJ-0532,Lead,100,2021-01-12,2021-04-21
ASN-20217,14801,PRJ-1918,Reviewer,100,2020-07-12,
ASN-20218,19075,PRJ-0864,Lead,100,2021-02-07,
ASN-20219,7875,PRJ-0042,Contributor,100,2022-07-25,
ASN-20220,16677,PRJ-0599,Contributor,100,2019-03-15,
ASN-20221,6865,PRJ-0306,Contributor,25,2018-09-04,
ASN-20222,4023,PRJ-0809,Reviewer,75,2020-05-16,
ASN-20223,18033,PRJ-1264,Reviewer,50,2022-01-10,
ASN-20224,11009,PRJ-0679,Contributor,50,2022-01-10,
ASN-20225,12103,PRJ-0731,Reviewer,100,2019-03-18,2020-09-09
ASN-20226,15343,PRJ-2489,Reviewer,50,2022-09-11,2022-10-18
ASN-20227,11111,PRJ-2026,Contributor,25,2022-04-19,2022-10-17
ASN-20228,5172,PRJ-0933,Lead,25,2022-04-20,
ASN-20229,9590,PRJ-0903,Contributor,50,2019-04-26,
ASN-20230,18078,PRJ-0133,Reviewer,50,2020-01-03,
ASN-20231,6711,PRJ-2099,Consultant,25,2021-03-20,2023-12-05
ASN-20232,17422,PRJ-0392,Lead,50,2019-09-16,
ASN-20233,20237,PRJ-0508,Contributor,75,2021-05-28,2021-11-23
ASN-20234,5460,PRJ-1686,Contributor,50,2022-05-18,2022-11-14
ASN-20235,14938,PRJ-2402,Contributor,25,2022-05-24,2022-09-11
ASN-20236,9755,PRJ-1419,Contributor,25,2021-08-19,
ASN-20237,7049,PRJ-0956,Contributor,50,2021-01-29,
ASN-20238,22569,PRJ-0096,Reviewer,100,2021-03-06,
ASN-20239,9484,PRJ-0106,Consultant,75,2022-01-12,2022-03-26
ASN-20240,17546,PRJ-0678,Consultant,75,2022-01-09,2023-12-23
ASN-20241,17414,PRJ-0856,Contributor,50,2023-01-01,2023-03-10
ASN-20242,12450,PRJ-1963,Contributor,100,2021-12-27,
ASN-20243,15355,PRJ-0790,Reviewer,100,2022-01-02,2022-05-08
ASN-20244,979,PRJ-0515,Contributor,100,2022-08-04,2023-03-17
ASN-20245,8710,PRJ-1085,Reviewer,100,2022-03-09,
ASN-20246,15761,PRJ-1008,Contributor,25,2021-06-05,
ASN-20247,11024,PRJ-1318,Contributor,75,2023-01-08,
ASN-20248,21514,PRJ-2350,Reviewer,25,2019-04-08,
ASN-20249,16522,PRJ-2279,Contributor,100,2021-07-30,
ASN-20250,11146,PRJ-1433,Contributor,50,2018-04-11,2023-08-14
ASN-20251,21193,PRJ-0297,Reviewer,25,2021-08-06,2023-10-05
ASN-20252,14492,PRJ-0455,Contributor,25,2021-05-11,
ASN-20253,18840,PRJ-0942,Reviewer,100,2022-07-26,2022-12-21
ASN-20254,7393,PRJ-0240,Contributor,25,2022-01-01,
ASN-20255,11448,PRJ-1622,Contributor,25,2019-08-31,
ASN-20256,19651,PRJ-2186,Reviewer,50,2022-06-02,
ASN-20257,21034,PRJ-0454,Contributor,100,2018-03-21,
ASN-20258,8588,PRJ-1250,Reviewer,100,2018-09-03,
ASN-20259,10130,PRJ-2491,Contributor,50,2022-01-15,
ASN-20260,13908,PRJ-2075,Contributor,50,2021-08-19,
ASN-20261,21638,PRJ-0695,Contributor,100,2022-04-22,2023-10-23
ASN-20262,5429,PRJ-0710,Lead,50,2022-07-13,2022-10-31
ASN-20263,22370,PRJ-2015,Lead,25,2023-01-02,2023-04-04
ASN-20264,2590,PRJ-0849,Contributor,50,2019-12-14,
ASN-20265,23561,PRJ-0949,Contributor,50,2022-11-18,
ASN-20266,3035,PRJ-0107,Contributor,75,2020-08-20,
ASN-20267,170,PRJ-2492,Contributor,100,2023-01-05,
ASN-20268,3240,PRJ-1725,Contributor,75,2022-01-01,2023-08-21
ASN-20269,3416,PRJ-2084,Contributor,25,2021-04-18,2022-03-19
ASN-20270,19953,PRJ-0597,Reviewer,100,2021-05-11,
ASN-20271,11409,PRJ-0155,Contributor,25,2021-01-29,2021-09-19
ASN-20272,3485,PRJ-0796,Reviewer,75,2021-11-13,
ASN-20273,21220,PRJ-0272,Contributor,50,2022-01-12,2022-03-19
ASN-20274,18226,PRJ-1571,Contributor,25,2022-08-11,2023-02-12
ASN-20275,14924,PRJ-1444,Contributor,100,2020-01-03,
ASN-20276,23263,PRJ-1208,Contributor,50,2022-03-05,
ASN-20277,20937,PRJ-1635,Contributor,50,2023-01-10,
ASN-20278,6845,PRJ-1261,Reviewer,100,2022-10-15,2023-11-22
ASN-20279,19411,PRJ-1939,Contributor,100,2022-01-04,
ASN-20280,22574,PRJ-1533,Contributor,25,2022-08-13,2023-07-11
ASN-20281,3966,PRJ-0122,Contributor,50,2022-11-01,
ASN-20282,7185,PRJ-1441,Contributor,25,2018-03-03,2021-01-02
ASN-20283,21864,PRJ-1399,Contributor,25,2020-05-24,2021-09-09
ASN-20284,5381,PRJ-1504,Contributor,75,2020-04-15,2020-12-25
ASN-20285,17531,PRJ-0150,Lead,75,2022-05-04,
ASN-20286,20711,PRJ-0707,Reviewer,25,2018-11-17,
ASN-20287,15286,PRJ-1616,Contributor,25,2021-07-24,2023-03-19
ASN-20288,112,PRJ-1514,Contributor,100,2022-04-13,
ASN-20289,16144,PRJ-2201,Contributor,100,2021-01-10,
ASN-20290,16977,PRJ-0845,Contributor,100,2021-05-21,2022-05-22
ASN-20291,7414,PRJ-2328,Contributor,50,2021-04-19,
ASN-20292,14727,PRJ-2470,Lead,100,2019-01-01,2019-06-19
ASN-20293,24564,PRJ-1977,Contributor,100,2019-09-28,2023-01-28
ASN-20294,17623,PRJ-1836,Contributor,25,2021-06-18,2021-09-02
ASN-20295,5984,PRJ-0804,Contributor,50,2022-01-05,
ASN-20296,19179,PRJ-0355,Contributor,50,2021-05-11,
ASN-20297,10322,PRJ-1606,Reviewer,50,2022-08-18,2022-10-23
ASN-20298,11062,PRJ-0378,Contributor,100,2022-04-16,2022-11-16
ASN-20299,3599,PRJ-2128,Contributor,100,2021-10-24,
ASN-20300,20188,PRJ-1581,Reviewer,50,2020-04-28,2022-07-30
ASN-20301,1527,PRJ-0988,Contributor,50,2022-01-15,2022-11-19
ASN-20302,7910,PRJ-0233,Consultant,100,2020-07-30,2020-10-03
ASN-20303,1970,PRJ-0154,Contributor,25,2020-02-16,
ASN-20304,9144,PRJ-0907,Contributor,25,2019-02-04,
ASN-20305,17887,PRJ-1621,Consultant,100,2020-01-06,
ASN-20306,20852,PRJ-2419,Contributor,75,2020-01-02,
ASN-20307,11529,PRJ-0323,Contributor,25,2021-01-06,
ASN-20308,22792,PRJ-0332,Contributor,100,2022-07-03,
ASN-20309,8302,PRJ-0243,Contributor,50,2019-03-10,
ASN-20310,2355,PRJ-0430,Reviewer,100,2020-08-16,
ASN-20311,5320,PRJ-1206,Consultant,100,2022-01-02,2023-11-15
ASN-20312,226,PRJ-1497,Reviewer,100,2019-03-26,
ASN-20313,14521,PRJ-2424,Contributor,25,2021-04-19,
ASN-20314,3012,PRJ-0081,Consultant,100,2020-04-07,2023-09-06
ASN-20315,4127,PRJ-1574,Reviewer,100,2023-01-04,2023-07-31
ASN-20316,614,PRJ-0420,Reviewer,100,2021-04-03,
ASN-20317,14083,PRJ-0467,Contributor,100,2022-12-18,2023-04-23
ASN-20318,16483,PRJ-1081,Contributor,100,2020-04-23,2021-10-02
ASN-20319,5459,PRJ-2001,Contributor,75,2019-07-08,2021-10-16
ASN-20320,9003,PRJ-1566,Contributor,50,2022-01-06,
ASN-20321,22301,PRJ-1519,Reviewer,100,2022-06-15,2023-12-03
ASN-20322,19722,PRJ-2036,Contributor,75,2020-12-15,2022-01-25
ASN-20323,2700,PRJ-0804,Reviewer,25,2019-12-23,
ASN-20324,22302,PRJ-1078,Contributor,25,2019-08-31,
ASN-20325,7518,PRJ-1633,Lead,25,2020-09-21,2023-02-15
ASN-20326,1020,PRJ-1985,Contributor,25,2022-08-25,2023-02-06
ASN-20327,19410,PRJ-0004,Consultant,50,2019-01-06,2021-06-27
ASN-20328,15904,PRJ-1903,Reviewer,25,2018-03-01,
ASN-20329,19913,PRJ-0603,Contributor,50,2020-05-14,
ASN-20330,20271,PRJ-2368,Contributor,100,2021-09-22,
ASN-20331,22616,PRJ-1399,Lead,50,2021-01-15,2021-09-09
ASN-20332,21567,PRJ-0501,Reviewer,50,2019-05-26,
ASN-20333,13699,PRJ-1686,Contributor,25,2022-05-23,2022-11-14
ASN-20334,16151,PRJ-0185,Contributor,100,2021-01-13,2021-08-10
ASN-20335,5579,PRJ-1296,Consultant,100,2020-05-02,
ASN-20336,6730,PRJ-0055,Contributor,50,2021-01-16,2023-05-10
ASN-20337,6962,PRJ-1725,Consultant,75,2020-11-29,2023-08-21
ASN-20338,11172,PRJ-1871,Contributor,100,2019-01-15,
ASN-20339,13948,PRJ-0077,Reviewer,50,2021-01-05,
ASN-20340,22398,PRJ-2344,Lead,25,2021-06-01,2022-04-07
ASN-20341,17181,PRJ-1602,Contributor,75,2020-01-08,2021-01-04
ASN-20342,1958,PRJ-1672,Contributor,50,2020-11-04,2023-07-27
ASN-20343,19451,PRJ-1735,Lead,50,2022-01-08,
ASN-20344,13301,PRJ-2091,Lead,100,2018-09-02,
ASN-20345,19065,PRJ-1385,Consultant,100,2021-02-27,
ASN-20346,4442,PRJ-1252,Reviewer,100,2020-12-13,
ASN-20347,13012,PRJ-2275,Reviewer,100,2018-02-21,
ASN-20348,19333,PRJ-1087,Lead,100,2022-10-29,
ASN-20349,20116,PRJ-0171,Reviewer,100,2020-11-04,
ASN-20350,1102,PRJ-2355,Lead,50,2018-05-08,
ASN-20351,21869,PRJ-1774,Contributor,50,2021-03-06,
ASN-20352,9230,PRJ-2082,Contributor,100,2020-06-15,2023-08-13
ASN-20353,20616,PRJ-0827,Contributor,25,2020-06-28,2020-08-10
ASN-20354,13616,PRJ-1666,Contributor,50,2021-01-12,2021-07-04
ASN-20355,14733,PRJ-0130,Consultant,50,2022-03-06,
ASN-20356,12367,PRJ-1418,Lead,50,2022-02-02,
ASN-20357,9971,PRJ-1175,Contributor,50,2022-01-26,2022-03-28
ASN-20358,12993,PRJ-1408,Reviewer,25,2020-08-26,2022-11-01
ASN-20359,982,PRJ-1041,Contributor,50,2021-05-23,2023-12-28
ASN-20360,21555,PRJ-0594,Contributor,25,2022-01-11,
ASN-20361,16131,PRJ-1038,Lead,25,2021-12-28,
ASN-20362,18816,PRJ-2129,Contributor,50,2020-01-30,
ASN-20363,8567,PRJ-0204,Contributor,50,2021-10-20,
ASN-20364,6350,PRJ-1808,Lead,25,2018-07-31,
ASN-20365,20282,PRJ-1568,Contributor,25,2022-08-09,
ASN-20366,10729,PRJ-0023,Consultant,100,2019-01-12,2023-01-28
ASN-20367,7549,PRJ-1634,Contributor,100,2023-01-12,
ASN-20368,18376,PRJ-2192,Lead,25,2021-09-24,
ASN-20369,19313,PRJ-0104,Contributor,75,2019-03-03,2020-10-16
ASN-20370,21815,PRJ-1406,Contributor,25,2020-03-14,
ASN-20371,3447,PRJ-1479,Consultant,25,2019-02-28,
ASN-20372,23160,PRJ-2372,Consultant,25,2020-02-29,2023-01-29
ASN-20373,21546,PRJ-1195,Contributor,100,2020-10-09,2023-06-16
ASN-20374,12821,PRJ-0576,Lead,25,2021-01-04,2023-06-04
ASN-20375,18954,PRJ-1607,Contributor,75,2021-10-10,
ASN-20376,2873,PRJ-0274,Reviewer,50,2022-12-08,
ASN-20377,9369,PRJ-0452,Contributor,100,2019-02-20,
ASN-20378,1336,PRJ-0125,Contributor,75,2020-02-10,
ASN-20379,5414,PRJ-2365,Contributor,100,2019-01-10,2022-01-30
ASN-20380,16497,PRJ-1867,Contributor,100,2022-11-12,2023-11-09
ASN-20381,20157,PRJ-2155,Reviewer,50,2022-04-21,2022-09-25
ASN-20382,13424,PRJ-1684,Contributor,25,2020-04-26,
ASN-20383,5295,PRJ-0907,Contributor,100,2019-02-07,
ASN-20384,10038,PRJ-0430,Lead,25,2022-01-02,
ASN-20385,1988,PRJ-0362,Contributor,50,2021-01-01,
ASN-20386,4830,PRJ-0796,Contributor,50,2022-01-11,
ASN-20387,18370,PRJ-0432,Reviewer,25,2022-08-16,
ASN-20388,11435,PRJ-1544,Contributor,50,2021-04-12,2021-06-13
ASN-20389,21476,PRJ-0859,Contributor,100,2018-03-30,
ASN-20390,14549,PRJ-1430,Contributor,50,2020-01-03,
ASN-20391,16637,PRJ-1346,Contributor,25,2021-01-10,
ASN-20392,24700,PRJ-1631,Contributor,75,2021-06-10,2023-03-19
ASN-20393,9429,PRJ-0576,Reviewer,100,2020-06-19,2023-06-04
ASN-20394,17008,PRJ-1089,Consultant,25,2021-09-08,
ASN-20395,3157,PRJ-0893,Reviewer,50,2019-01-07,
ASN-20396,11329,PRJ-0270,Contributor,100,2020-12-14,2020-12-18
ASN-20397,3390,PRJ-2020,Contributor,100,2023-01-09,
ASN-20398,19802,PRJ-1124,Contributor,75,2022-08-27,2022-11-26
ASN-20399,9459,PRJ-0438,Consultant,50,2023-01-04,
ASN-20400,2946,PRJ-1043,Consultant,75,2022-01-11,2022-08-21
ASN-20401,9353,PRJ-2273,Lead,50,2022-03-23,
ASN-20402,10487,PRJ-1642,Contributor,75,2020-03-02,2020-03-04
ASN-20403,8633,PRJ-2442,Contributor,50,2022-12-13,2023-02-25
ASN-20404,2093,PRJ-1384,Contributor,75,2021-08-29,2021-11-18
ASN-20405,19090,PRJ-1454,Contributor,25,2022-01-15,
ASN-20406,3760,PRJ-0015,Contributor,50,2022-08-03,
ASN-20407,5113,PRJ-1675,Reviewer,25,2020-09-14,
ASN-20408,16938,PRJ-1004,Consultant,50,2020-11-23,
ASN-20409,4905,PRJ-2462,Contributor,75,2019-04-19,
ASN-20410,13259,PRJ-1379,Contributor,100,2019-08-06,2022-03-18
ASN-20411,1113,PRJ-1481,Contributor,50,2019-02-17,2022-07-17
ASN-20412,2778,PRJ-1746,Contributor,100,2022-12-28,2023-06-11
ASN-20413,23482,PRJ-1862,Contributor,50,2021-12-31,
ASN-20414,15588,PRJ-0115,Contributor,25,2022-09-27,
ASN-20415,10026,PRJ-1376,Consultant,100,2022-08-27,
ASN-20416,1315,PRJ-0976,Contributor,100,2021-04-24,
ASN-20417,19878,PRJ-1686,Lead,50,2022-05-22,2022-11-14
ASN-20418,13563,PRJ-2084,Contributor,100,2021-04-15,2022-03-19
ASN-20419,11305,PRJ-2290,Contributor,25,2021-01-09,2021-02-19
ASN-20420,24675,PRJ-1687,Contributor,25,2022-01-01,
ASN-20421,23858,PRJ-0063,Contributor,100,2021-03-07,
ASN-20422,7016,PRJ-0509,Reviewer,100,2018-11-01,2022-12-30
ASN-20423,12118,PRJ-0188,Contributor,100,2021-01-08,
ASN-20424,5711,PRJ-0093,Contributor,100,2019-04-03,
ASN-20425,12589,PRJ-0005,Contributor,25,2022-05-08,2023-06-30
ASN-20426,17607,PRJ-2073,Reviewer,50,2018-05-28,
ASN-20427,20968,PRJ-0098,Consultant,25,2022-01-14,2022-04-30
ASN-20428,21905,PRJ-1292,Contributor,50,2020-06-21,2020-08-02
ASN-20429,24257,PRJ-1788,Contributor,75,2021-01-14,
ASN-20430,15437,PRJ-1309,Contributor,50,2021-10-17,
ASN-20431,21816,PRJ-0684,Lead,100,2022-01-12,
ASN-20432,15197,PRJ-1133,Consultant,100,2021-12-24,2022-04-16
ASN-20433,18090,PRJ-0027,Contributor,25,2022-10-18,
ASN-20434,16902,PRJ-1782,Contributor,100,2020-03-05,
ASN-20435,17605,PRJ-2103,Contributor,100,2021-01-10,
ASN-20436,2507,PRJ-0781,Contributor,50,2021-03-28,
ASN-20437,20710,PRJ-2346,Lead,75,2021-05-28,
ASN-20438,12073,PRJ-1615,Contributor,100,2022-06-04,
ASN-20439,16137,PRJ-1042,Contributor,100,2022-12-12,2023-11-16
ASN-20440,14344,PRJ-1794,Contributor,50,2019-01-17,
ASN-20441,5480,PRJ-0855,Contributor,100,2022-01-05,2022-10-29
ASN-20442,10435,PRJ-1643,Contributor,100,2021-01-10,
ASN-20443,23821,PRJ-1933,Reviewer,50,2020-07-30,
ASN-20444,3091,PRJ-2027,Contributor,100,2021-03-26,
